Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),0: All Day (12am-12am),144,120247,2558,7128,599
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),1: Peak AM (7am-10am),27,22262,330,838,882
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),24,27823,466,1732,583
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),0: All Day (12am-12am),166,139886,2698,7477,560
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),46,29331,524,1056,726
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,W11 St WB,259,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),25,33417,454,1951,565
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),0: All Day (12am-12am),17,120247,7168,58158,999
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),1: Peak AM (7am-10am),4,22262,836,13277,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),2,27823,1731,11159,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),0: All Day (12am-12am),22,139886,7516,68957,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),9,29331,1065,18176,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),5,33417,1926,13020,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,McDougal St/Houston St,yes,214,no,0: All Days (M-Su),0: All Day (12am-12am),6,120247,7168,19812,1366
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,McDougal St/Houston St,yes,214,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),6,27823,1731,4158,1366
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,McDougal St/Houston St,yes,214,no,1: Weekday (Tu-Th),0: All Day (12am-12am),8,139886,7516,22337,1366
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,McDougal St/Houston St,yes,214,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),8,33417,1926,4724,1366
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),0: All Day (12am-12am),1156,120247,7168,7128,466
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),1: Peak AM (7am-10am),146,22262,836,838,397
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),325,27823,1731,1732,455
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),0: All Day (12am-12am),1322,139886,7516,7477,437
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),203,29331,1065,1056,374
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St DMF,187,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),368,33417,1926,1951,404
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),0: All Day (12am-12am),42,120247,5038,58158,830
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),1: Peak AM (7am-10am),3,22262,548,13277,939
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),10,27823,1069,11159,832
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),0: All Day (12am-12am),33,139886,5027,68957,775
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),7,29331,724,18176,939
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Houston St/Varick St,yes,187,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),9,33417,1119,13020,639
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,McDougal St/Houston St,yes,214,no,0: All Days (M-Su),0: All Day (12am-12am),6,120247,5038,19812,1398
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,McDougal St/Houston St,yes,214,no,1: Weekday (Tu-Th),0: All Day (12am-12am),3,139886,5027,22337,N/A
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),0: All Day (12am-12am),262,120247,5038,7128,628
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),1: Peak AM (7am-10am),32,22262,548,838,708
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),47,27823,1069,1732,613
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),0: All Day (12am-12am),323,139886,5027,7477,609
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),66,29331,724,1056,692
Personal,,7 Ave/W11 St/Greenwich Ave,yes,N/A,no,,Washington St/W10 St,185,no,,Washonton St/Houston St,yes,189,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),44,33417,1119,1951,458
