Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),50,36761,7663,29349,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene Ave DMF,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),31,7230,2368,7487,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),28,35617,6923,4492,612
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),0: All Day (12am-12am),17,36761,7594,4696,552
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),370,35617,6923,6975,691
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),113,7663,2230,2015,853
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),0: All Day (12am-12am),483,36761,7594,7620,748
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),162,7230,2438,2399,898
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),47,35617,6923,26626,953
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),18,7663,2230,6329,1173
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),68,36761,7594,29349,1157
Personal,,Lafayette/Ashland,yes,N/A,no,,Greene before Washignton Ave,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),31,7230,2438,7487,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),0: All Day (12am-12am),55,35617,3721,20954,719
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),1: Peak AM (7am-10am),7,3901,425,2506,803
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),36,7663,1064,4396,730
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),0: All Day (12am-12am),70,36761,4229,21954,825
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),18,4456,579,2892,803
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),52,7230,1173,4848,836
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),7,35617,3721,4492,553
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),5,35617,3721,6975,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),1: Peak AM (7am-10am),5,3901,425,459,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),18,35617,3721,26626,1396
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),1: Peak AM (7am-10am),5,3901,425,3071,2485
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),6,7663,1064,6329,1173
Personal,,Lafayette/Ashland,yes,N/A,no,,Hanson Pl/Greene Ave before St Felix St,82,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),19,36761,4229,29349,529
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),0: All Day (12am-12am),66,35617,24761,20954,589
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),9,7663,5620,4396,969
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),0: All Day (12am-12am),68,36761,26473,21954,727
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Fulton St beforw Franklin AVE,yes,105,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),21,7230,6459,4848,969
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),0: All Day (12am-12am),52,35617,24761,4492,637
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Gates before Franklin Ave,yes,81,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),14,7663,5620,1076,461
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),0: All Day (12am-12am),33,36761,26473,4696,1033
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Gates before Franklin Ave,yes,81,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),15,7230,6459,1360,487
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),0: All Day (12am-12am),145,35617,24761,6975,483
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),1: Peak AM (7am-10am),5,3901,2398,459,N/A
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Greene before Franklin Ave,yes,82,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),31,7663,5620,2015,591
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Greene before Franklin Ave,yes,82,no,1: Weekday (Tu-Th),0: All Day (12am-12am),130,36761,26473,7620,367
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),0: All Day (12am-12am),5813,35617,24761,26626,420
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),1: Peak AM (7am-10am),460,3901,2398,3071,467
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),1546,7663,5620,6329,454
Personal,,Lafayette/Ashland,yes,N/A,no,,Lafayette Ave before Cumberland St,81,no,,Lafayette before Franklin Ave,yes,80,no,1: Weekday (Tu-Th),0: All Day (12am-12am),6278,36761,26473,29349,428
