Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave DMF,165,no,,Wilder Ave SB,yes,166,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),15,3362,83,93,350
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave DMF,165,no,,Wilder Ave SB,yes,166,no,1: Weekday (Tu-Th),0: All Day (12am-12am),48,16339,531,586,448
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave DMF,165,no,,Wilder Ave SB,yes,166,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),2,2777,107,112,219
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave DMF,165,no,,Wilder Ave SB,yes,166,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),18,3640,84,108,295
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,0: All Days (M-Su),0: All Day (12am-12am),7,16401,470,7379,828
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,0: All Days (M-Su),1: Peak AM (7am-10am),3,2322,65,1103,1694
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),1,3362,67,1504,361
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,1: Weekday (Tu-Th),0: All Day (12am-12am),11,16339,475,7083,936
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),3,2777,89,1338,1694
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Baychester Ave SB,yes,165,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),4,3640,84,1534,361
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Dereimer Ave SB,yes,164,no,0: All Days (M-Su),0: All Day (12am-12am),1,16401,470,792,512
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Dereimer Ave SB,yes,164,no,0: All Days (M-Su),1: Peak AM (7am-10am),1,2322,65,188,512
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Dereimer Ave SB,yes,164,no,1: Weekday (Tu-Th),0: All Day (12am-12am),4,16339,475,863,512
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Dereimer Ave SB,yes,164,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),4,2777,89,238,512
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Wilder Ave SB,yes,166,no,0: All Days (M-Su),0: All Day (12am-12am),10,16401,470,540,757
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Wilder Ave SB,yes,166,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),3,3362,67,93,391
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Wilder Ave SB,yes,166,no,1: Weekday (Tu-Th),0: All Day (12am-12am),10,16339,475,586,831
Personal,,Baychester Ave/E241 St,yes,N/A,no,,Wilder Ave past Camp St,157,no,,Wilder Ave SB,yes,166,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),3,3640,84,108,499
