Type of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Middle Filter Zone ID,Middle Filter Zone Name,Middle Filter Zone Direction (degrees),Middle Filter Zone is Bi-Direction,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Day Type,Day Part,Average Daily O-M-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Middle Filter Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Trip Duration (sec)
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Hoyt S DMF,127,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),0: All Day (12am-12am),260,3548,19526,19520,431
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Hoyt S DMF,127,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),103,987,4495,4532,306
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Hoyt S DMF,127,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),0: All Day (12am-12am),152,3313,20530,20520,300
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Hoyt S DMF,127,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),65,862,4905,4940,281
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,0: All Days (M-Su),0: All Day (12am-12am),443,3548,930,2585,170
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,0: All Days (M-Su),1: Peak AM (7am-10am),79,487,95,577,125
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),132,987,328,485,159
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),0: All Day (12am-12am),365,3313,731,2772,129
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),98,606,118,705,112
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),102,862,229,482,152
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,21 St SB,yes,212,no,0: All Days (M-Su),0: All Day (12am-12am),76,3548,930,22129,330
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,21 St SB,yes,212,no,0: All Days (M-Su),1: Peak AM (7am-10am),8,487,95,4985,196
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,21 St SB,yes,212,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),9,987,328,3423,528
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,21 St SB,yes,212,no,1: Weekday (Tu-Th),0: All Day (12am-12am),115,3313,731,23999,345
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,21 St SB,yes,212,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),20,606,118,6254,196
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),0: All Day (12am-12am),146,3548,930,19520,298
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),80,987,328,4532,281
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),0: All Day (12am-12am),98,3313,731,20520,302
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB before Astoria Park S,221,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),82,862,229,4940,323
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,0: All Days (M-Su),0: All Day (12am-12am),443,3548,895,2585,170
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,0: All Days (M-Su),1: Peak AM (7am-10am),88,487,105,577,124
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),132,987,293,485,159
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),0: All Day (12am-12am),365,3313,705,2772,129
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),120,606,141,705,113
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,14 St SB,yes,202,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),102,862,189,482,152
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,21 St SB,yes,212,no,0: All Days (M-Su),0: All Day (12am-12am),76,3548,895,22129,330
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,21 St SB,yes,212,no,0: All Days (M-Su),1: Peak AM (7am-10am),8,487,105,4985,196
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,21 St SB,yes,212,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),9,987,293,3423,528
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,21 St SB,yes,212,no,1: Weekday (Tu-Th),0: All Day (12am-12am),115,3313,705,23999,345
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,21 St SB,yes,212,no,1: Weekday (Tu-Th),1: Peak AM (7am-10am),20,606,141,6254,196
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),0: All Day (12am-12am),137,3548,895,19520,291
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,Hoyt Ave S EB,yes,125,no,0: All Days (M-Su),2: Peak PM (4pm-7pm),62,987,293,4532,270
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),0: All Day (12am-12am),98,3313,705,20520,302
Personal,,Shore Blvd/Ditmars Blvd,yes,N/A,no,,Shore Blvd SB past Ditmars,223,no,,Hoyt Ave S EB,yes,125,no,1: Weekday (Tu-Th),2: Peak PM (4pm-7pm),57,862,189,4940,356
